{CODIGO=POSRANGP, NOMBRE=CONTIENE EL NUMERO FINAL PARA EL RANGO DE CONSULTAS PAGINADAS., TIPO=N, VALOR=50, LOGIN=GAMBLE, FECHAUPD=2021-03-01 00:13:27.0, APLICACION=6, VERSION=0}
{CODIGO=VLDAEQUI, NOMBRE=Valida si se hace equivalencia para topes centralizados S/N, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2016-06-01 13:59:36.0, APLICACION=5, VERSION=0}
{CODIGO=VTCENXTJ, NOMBRE=Valida tope centralizado por tipo de juego ,CODTIPOJUEGO,CODTIPOJUEGO,, TIPO=A, VALOR=,1,6,11,4,5,8,40,52,36,7,9,10,37,57,58,59,60,61,62,65,66,67,68,82,83,88,, LOGIN=CP89005500, FECHAUPD=2020-11-19 10:54:08.0, APLICACION=5, VERSION=0}
{CODIGO=MIGESTIO, NOMBRE=ACTIVA O INACTIVA PROMOCION MIGESTION S/N, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2016-08-14 00:00:00.0, APLICACION=2, VERSION=0}
{CODIGO=PDINHOCL, NOMBRE=Permite configurar los productos que se van a ocultar o inhabilitar en los POS, TIPO=A, VALOR=*, LOGIN=GAMBLE, FECHAUPD=2016-08-14 00:00:00.0, APLICACION=6, VERSION=0}
{CODIGO=GANECINC, NOMBRE=Almacena los codigos de los productos al juego Gane Cinco ,CODPROD,CODPROD,, TIPO=A, VALOR=,180,181,, LOGIN=GAMBLE, FECHAUPD=2016-08-14 22:47:02.0, APLICACION=5, VERSION=0}
{CODIGO=ACTNUMGC, NOMBRE=Activa o inactiva los n¿meros anulados con el producto gane cinco S/N, TIPO=A, VALOR=S, LOGIN=GAMBLE, FECHAUPD=2016-08-14 22:47:02.0, APLICACION=5, VERSION=0}
{CODIGO=CANFRMFP, NOMBRE=CANTIDAD FORMULARIOS HISTORICOS A PROCESAR , TIPO=N, VALOR=5000, LOGIN=GAMBLE, FECHAUPD=2016-08-14 22:47:03.0, APLICACION=7, VERSION=0}
{CODIGO=RANUMANU, NOMBRE=RANGO DE NUMEROS PERMITIDOS PARA ANULAR EN UNA TRANSACCION, TIPO=N, VALOR=5, LOGIN=GAMBLE, FECHAUPD=2016-08-14 22:47:04.0, APLICACION=6, VERSION=0}
{CODIGO=TESOCON, NOMBRE=INDICA SI EXISTE CONEXION CONTRA EL MODULO DE TESORERIA, TIPO=A, VALOR=S, LOGIN=GAMBLE, FECHAUPD=2014-05-14 00:00:00.0, APLICACION=6, VERSION=0}
{CODIGO=VALORFP, NOMBRE=Valor del estado del premio cuando se corre el proceso de FP, TIPO=A, VALOR=16, LOGIN=GAMBLE, FECHAUPD=2014-10-05 01:17:59.0, APLICACION=10, VERSION=2}
{CODIGO=RTVFEREP, NOMBRE=FECHA A UTILIZAR EN EL REPORTE DE RECAUDO POR OPCIONESJAVA (C/S) FECHA CAJA DIARIA / FECHASYS, TIPO=A, VALOR=C, LOGIN=GAMBLE, FECHAUPD=2014-10-05 01:19:29.0, APLICACION=5, VERSION=0}
{CODIGO=VALSUPER, NOMBRE=VALOR ENVIADO A LA SUPERSALUD A/P (APOSTADO/PAGADO), TIPO=A, VALOR=P, LOGIN=GAMBLE, FECHAUPD=2015-02-09 09:50:47.0, APLICACION=5, VERSION=0}
{CODIGO=POSPQTON, NOMBRE=Se agrega el codigo del producto padre al juego PAKETON MILLONARIO ,CODPROD,CODPROD,, TIPO=A, VALOR=,159,162,, LOGIN=GAMBLE, FECHAUPD=2016-06-06 00:19:47.0, APLICACION=5, VERSION=0}
{CODIGO=VALCONFI, NOMBRE=VALIDA DESTINOS LOGUEO "S/N", LOS ID OPCIONALES SEPARADOS POR ";" OBLIGATORIOS "|" (S,1;2|3;4) O (N), TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2016-06-06 00:19:47.0, APLICACION=5, VERSION=0}
{CODIGO=TBSHISTD, NOMBRE=NOMBRE TABLESPACE HISTORICAS DATOS, TIPO=A, VALOR=GAMBLE_HISTORICAS, LOGIN=GAMBLE, FECHAUPD=2008-10-20 00:00:00.0, APLICACION=6, VERSION=0}
{CODIGO=TBSHISTI, NOMBRE=NOMBRE TABLESPACE HISTORICAS INDICES, TIPO=A, VALOR=GAMBLE_HIST_DET_IDX, LOGIN=GAMBLE, FECHAUPD=2008-10-20 00:00:00.0, APLICACION=6, VERSION=0}
{CODIGO=VALGRVTA, NOMBRE=VALIDA (S/N) QUE EL VENDEDOR UTILICE LOS PLANES DE PRODUCTOS LOTERIAS Y PLANES DE INCENTIVOS, TIPO=A, VALOR=S, LOGIN=GAMBLE, FECHAUPD=2008-11-16 01:29:04.0, APLICACION=5, VERSION=0}
{CODIGO=FESONUEM, NOMBRE=Fecha de Sorteo de la promocion chance gratis con Rifa, TIPO=A, VALOR=08ABR09, LOGIN=GAMBLE, FECHAUPD=2008-11-16 01:29:11.0, APLICACION=5, VERSION=0}
{CODIGO=VALESTPR, NOMBRE=VALOR ESTADO DE AUTORIZACION PARA FORMULARIOS PREMIADOS / PENDIENTE APROBACION (207), TIPO=N, VALOR=207, LOGIN=GAMBLE, FECHAUPD=2019-04-27 09:30:58.0, APLICACION=7, VERSION=0}
{CODIGO=ESPROESC, NOMBRE=ESTADO PROCESO DE ESCRUTINIO (0/1), TIPO=N, VALOR=0, LOGIN=GAMBLE, FECHAUPD=2023-11-16 00:23:28.0, APLICACION=7, VERSION=0}
{CODIGO=DESFORPA, NOMBRE=DESCARGAR FORMULARIOS POR PROCESO BATCH, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2009-08-20 01:22:58.0, APLICACION=5, VERSION=0}
{CODIGO=CONNBENE, NOMBRE=Parametros Conexion Beneficiencia, TIPO=A, VALOR=gamble,gamble,jdbc:oracle:thin:@10.50.100.13:1521:SIMS, LOGIN=GAMBLE, FECHAUPD=2009-08-20 01:23:15.0, APLICACION=8, VERSION=0}
{CODIGO=DESTBENE, NOMBRE=Destino Beneficencia, TIPO=A, VALOR=1, LOGIN=GAMBLE, FECHAUPD=2009-08-20 01:23:15.0, APLICACION=8, VERSION=0}
{CODIGO=ULTPREMI, NOMBRE=INFORMACION DE LA ULTIMA COLILLA PREMIADA, TIPO=A, VALOR=QRBD,0113095245, LOGIN=GAMBLE, FECHAUPD=2009-08-20 01:23:50.0, APLICACION=7, VERSION=0}
{CODIGO=IDORIDES, NOMBRE=IDENTIFICADOR PARA EL PROCESO DE ESCRUTINIO, BASE DE DATOS ORIGEN/DESTINO, TIPO=A, VALOR=O, LOGIN=GAMBLE, FECHAUPD=2009-08-20 01:23:50.0, APLICACION=7, VERSION=0}
{CODIGO=DIFZONAS, NOMBRE=PERMITIR DIFERENCIAR ZONAS CON NIT Y NOMBRE ALTERNO, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2009-08-20 01:24:06.0, APLICACION=6, VERSION=0}
{CODIGO=PREMPERS, NOMBRE=INFORMACION DE FORMULARIOS PREMIADOS DE PREMIOSPERSONA, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2009-08-20 01:24:06.0, APLICACION=6, VERSION=0}
{CODIGO=1, NOMBRE=CODICOMP, TIPO=A, VALOR=01, LOGIN=GAMBLE, FECHAUPD=2008-05-05 22:08:01.0, APLICACION=null, VERSION=0}
{CODIGO=FECHCORT, NOMBRE=FECHA DE CORTE, TIPO=D, VALOR=13-NOV-13 12.00.00.000000000 AM, LOGIN=CP78075815, FECHAUPD=2014-09-10 16:17:49.0, APLICACION=4, VERSION=0}
{CODIGO=3, NOMBRE=CONCREGI, TIPO=N, VALOR=98, LOGIN=GAMBLE, FECHAUPD=2008-05-05 22:08:01.0, APLICACION=null, VERSION=0}
{CODIGO=TICAMESE, NOMBRE=CADUCIDAD MENSAJES EN DIAS, TIPO=N, VALOR=10, LOGIN=GAMBLE, FECHAUPD=2008-05-05 22:08:01.0, APLICACION=1, VERSION=0}
{CODIGO=TICOMENS, NOMBRE=TIEMPO DE ESPERA PARA CONS MENSAJES, TIPO=N, VALOR=2, LOGIN=GAMBLE, FECHAUPD=2008-05-05 22:08:01.0, APLICACION=1, VERSION=0}
{CODIGO=TIENTSIG, NOMBRE=TIEMPO DE ESPERA PARA CONSULTAR MENSAJES, TIPO=N, VALOR=5, LOGIN=GAMBLE, FECHAUPD=2008-05-05 22:08:01.0, APLICACION=1, VERSION=0}
{CODIGO=TICAMECL, NOMBRE=TIEMPO CADUCIDAD EN EL CLIENTE EN DIAS, TIPO=N, VALOR=7, LOGIN=GAMBLE, FECHAUPD=2008-05-05 22:08:01.0, APLICACION=1, VERSION=0}
{CODIGO=TAMAMENS, NOMBRE=TAMANO MAXIMO DEL MENSAJE EN LETRAS, TIPO=N, VALOR=300, LOGIN=GAMBLE, FECHAUPD=2008-05-05 22:08:01.0, APLICACION=1, VERSION=0}
{CODIGO=CAMECLIE, NOMBRE=CANTIDAD MAXIMA DE MENSAJES A ENVIAR, TIPO=N, VALOR=10, LOGIN=GAMBLE, FECHAUPD=2008-05-05 22:08:01.0, APLICACION=1, VERSION=0}
{CODIGO=TIMAXINS, NOMBRE=TIEMPO MAXIMO DE INSERCION, TIPO=N, VALOR=40, LOGIN=GAMBLE, FECHAUPD=2008-05-05 22:08:01.0, APLICACION=1, VERSION=0}
{CODIGO=NROREENV, NOMBRE=NUMERO MAXIMO ENVIO UN MENSAJE, TIPO=N, VALOR=2, LOGIN=GAMBLE, FECHAUPD=2008-05-05 22:08:01.0, APLICACION=1, VERSION=0}
{CODIGO=TIMENTRE, NOMBRE=TIEMPO MAXIMO DE RENVIO DE MENSAJES, TIPO=N, VALOR=2, LOGIN=GAMBLE, FECHAUPD=2008-05-05 22:08:01.0, APLICACION=1, VERSION=0}
{CODIGO=MAILEMPR, NOMBRE=CORREO DONDE LLEGAN TODOS LOS MENSAJES, TIPO=A, VALOR=mensajes@apc, LOGIN=GAMBLE, FECHAUPD=2008-05-05 22:08:01.0, APLICACION=1, VERSION=0}
{CODIGO=MAILERRO, NOMBRE=MENSAJES DE ERROR, TIPO=A, VALOR=error@ns.apuestasdecordoba.net, LOGIN=GAMBLE, FECHAUPD=2008-05-05 22:08:01.0, APLICACION=1, VERSION=0}
{CODIGO=PORTMAIL, NOMBRE=PUERTO CORREO, TIPO=N, VALOR=25, LOGIN=GAMBLE, FECHAUPD=2008-05-05 22:08:01.0, APLICACION=1, VERSION=0}
{CODIGO=PWMAIL, NOMBRE=PASS MAIL, TIPO=A, VALOR=0325, LOGIN=GAMBLE, FECHAUPD=2008-05-05 22:08:01.0, APLICACION=1, VERSION=0}
{CODIGO=PWMAILER, NOMBRE=PASS ERRORES, TIPO=A, VALOR=0325, LOGIN=GAMBLE, FECHAUPD=2008-05-05 22:08:01.0, APLICACION=1, VERSION=0}
{CODIGO=IPSERMAI, NOMBRE=IP DEL SERVIDOR DE CORREO, TIPO=A, VALOR=10.20.2.15, LOGIN=GAMBLE, FECHAUPD=2008-05-05 22:08:01.0, APLICACION=1, VERSION=0}
{CODIGO=NUMPARMS, NOMBRE=PARAMETROS MENSAJERIA, TIPO=N, VALOR=16, LOGIN=GAMBLE, FECHAUPD=2008-05-05 22:08:01.0, APLICACION=1, VERSION=0}
{CODIGO=MUPUACUM, NOMBRE=Muestra puntos acumulados. En fidelizacion., TIPO=A, VALOR=S, LOGIN=GAMBLE, FECHAUPD=2008-03-18 09:13:21.0, APLICACION=2, VERSION=0}
{CODIGO=CONSFORM, NOMBRE=Consecutivo Formulario del Dia, TIPO=N, VALOR=785119, LOGIN=GAMBLE, FECHAUPD=2008-03-19 14:30:00.0, APLICACION=2, VERSION=0}
{CODIGO=CLIEDEFE, NOMBRE=Cliente por Defecto, TIPO=A, VALOR=9999999, LOGIN=GAMBLE, FECHAUPD=0008-12-03 00:00:00.0, APLICACION=2, VERSION=0}
{CODIGO=VALIPEVP, NOMBRE=VALIDA (S/N) PORCENTAJE QUE EXCEDE LA VENTA DEL PROMEDIO, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2008-05-05 00:00:00.0, APLICACION=3, VERSION=0}
{CODIGO=POEXVEPR, NOMBRE=PORCENTAJE QUE EXCEDE LA VENTA DEL PROMEDIO, TIPO=N, VALOR=100, LOGIN=GAMBLE, FECHAUPD=2008-05-05 00:00:00.0, APLICACION=3, VERSION=0}
{CODIGO=NUDIPEVP, NOMBRE=NUMERO DE DIAS PORCENTAJE QUE EXCEDE LA VENTA DEL PROMEDIO, TIPO=N, VALOR=5, LOGIN=GAMBLE, FECHAUPD=2008-05-05 00:00:00.0, APLICACION=3, VERSION=0}
{CODIGO=PRANFORM, NOMBRE=ESTADO DE ANULACION DE FORMULARIOS EN LINEA (A/P), TIPO=A, VALOR=A, LOGIN=GAMBLE, FECHAUPD=2008-05-05 22:08:31.0, APLICACION=5, VERSION=0}
{CODIGO=FILEVNTA, NOMBRE=Directorio al cual se exportan los archivos de venta, TIPO=A, VALOR=/u04/backups/zipmail/, LOGIN=CP89005500, FECHAUPD=2013-07-18 00:00:00.0, APLICACION=5, VERSION=3}
{CODIGO=NRINTPWD, NOMBRE=Numero de intentos antes de bloquar al usuario por equivocacion de password, TIPO=N, VALOR=3, LOGIN=GAMBLE, FECHAUPD=2008-07-23 00:00:00.0, APLICACION=5, VERSION=0}
{CODIGO=DIACAPWD, NOMBRE=Numero de dias en las que caducan las claves, TIPO=N, VALOR=15, LOGIN=GAMBLE, FECHAUPD=2008-07-23 00:00:00.0, APLICACION=5, VERSION=0}
{CODIGO=CODIDOCH, NOMBRE=CODIGOS PRODUCTOS DE DOBLECHANCE FORMATO (,#,#,), TIPO=A, VALOR=,16,17,, LOGIN=GAMBLE, FECHAUPD=2008-07-23 00:27:18.0, APLICACION=5, VERSION=0}
{CODIGO=NITEDOCH, NOMBRE=NIT DE LA EMPRESA QUE SE IDENTIFICA EN DOBLECHANCE, TIPO=A, VALOR=1,3966, LOGIN=GAMBLE, FECHAUPD=2008-07-23 00:27:18.0, APLICACION=5, VERSION=0}
{CODIGO=SOCKDOCH, NOMBRE=IP Y PUERTO DEL SOCKET PARA CONSULTA DOBLECHANCE (##.##.##.##:####), TIPO=A, VALOR=10.10.1.141:9005, LOGIN=GAMBLE, FECHAUPD=2008-07-23 00:27:18.0, APLICACION=5, VERSION=0}
{CODIGO=MAXFORMI, NOMBRE=MAXIMO NUMERO DE FORMULARIOS A IMPRIMIR, TIPO=N, VALOR=1, LOGIN=GAMBLE, FECHAUPD=2008-07-23 00:27:18.0, APLICACION=5, VERSION=1}
{CODIGO=VALORMAF, NOMBRE=VALOR MAXIMO DEL FORMULARIO, TIPO=N, VALOR=30000, LOGIN=GAMBLE, FECHAUPD=2008-07-23 00:27:18.0, APLICACION=5, VERSION=0}
{CODIGO=VALIEQPT, NOMBRE=VALIDA EQUIVALENCIAS PUNTO DE VENTA (S/N), TIPO=A, VALOR=S, LOGIN=GAMBLE, FECHAUPD=2008-07-23 00:27:18.0, APLICACION=5, VERSION=0}
{CODIGO=VALOMIPR, NOMBRE=VALOR MINIMO PREMIO A CONGELAR, TIPO=N, VALOR=0, LOGIN=GAMBLE, FECHAUPD=2008-07-23 00:27:18.0, APLICACION=3, VERSION=0}
{CODIGO=OPMEVISI, NOMBRE=OPCION MENU VISIBLES, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2015-02-18 00:00:00.0, APLICACION=6, VERSION=1}
{CODIGO=REQUAUTO, NOMBRE=Requiere Autenticacion Servidor de Correo (S/N), TIPO=A, VALOR=S, LOGIN=GAMBLE, FECHAUPD=2008-07-23 00:00:00.0, APLICACION=6, VERSION=0}
{CODIGO=LOTTARFA, NOMBRE=Loterias numeros favoritos tarde, TIPO=A, VALOR=,1,2,3,4,5,6,13,12,, LOGIN=GAMBLE, FECHAUPD=2008-07-23 00:27:23.0, APLICACION=2, VERSION=0}
{CODIGO=LOTMANFA, NOMBRE=Loterias numeros favoritos ma¿na, TIPO=A, VALOR=,1,2,3,4,5,6,13,12,, LOGIN=GAMBLE, FECHAUPD=2008-07-23 00:27:23.0, APLICACION=2, VERSION=0}
{CODIGO=ASTRWAIT, NOMBRE=Time Out Transaccion Astro(segundos), TIPO=N, VALOR=15, LOGIN=GAMBLE, FECHAUPD=2023-06-25 21:42:30.0, APLICACION=8, VERSION=0}
{CODIGO=EMPRASTR, NOMBRE=CODIGO DE EMPRESA ASTRO, TIPO=A, VALOR=025, LOGIN=GAMBLE, FECHAUPD=2009-10-13 00:05:09.0, APLICACION=5, VERSION=1}
{CODIGO=VENDASTR, NOMBRE=CODIGO DE VENDEDOR ASTRO, TIPO=N, VALOR=219, LOGIN=GAMBLE, FECHAUPD=2009-10-13 00:05:09.0, APLICACION=5, VERSION=0}
{CODIGO=LOGIASTR, NOMBRE=LOGIN Y PASSWD PARA CONECTARSE AL ASTRO, TIPO=A, VALOR=219,219,5, LOGIN=GAMBLE, FECHAUPD=2009-10-13 00:05:09.0, APLICACION=5, VERSION=0}
{CODIGO=NITPASTR, NOMBRE=NIT PROVEEDOR EQUIVALENCIAS DE ASTRO, TIPO=A, VALOR=800345678, LOGIN=GAMBLE, FECHAUPD=2009-10-13 00:05:09.0, APLICACION=5, VERSION=0}
{CODIGO=PRIMCOMI, NOMBRE=LIQUIDA PRIMA MENOS COMISION, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2009-10-13 00:05:10.0, APLICACION=4, VERSION=0}
{CODIGO=NITSUPER, NOMBRE=NIT DEL PROVEEDRO SUPERSALUD, TIPO=A, VALOR=860062187-4, LOGIN=GAMBLE, FECHAUPD=2010-01-07 01:00:32.0, APLICACION=5, VERSION=0}
{CODIGO=MARGDIFE, NOMBRE=MARGEN DE DIFERENCA, TIPO=0, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2009-06-30 15:36:45.0, APLICACION=6, VERSION=0}
{CODIGO=BORRDACL, NOMBRE=Ultima Fecha donde se Borro la tabla DATOS_CLIENTES (DD/MM/YYYY), TIPO=A, VALOR=14/09/2009, LOGIN=GAMBLE, FECHAUPD=2010-03-21 23:06:07.0, APLICACION=6, VERSION=0}
{CODIGO=VALIMAC, NOMBRE=Indica si Valida Direccion MAC del equipo en los puntos de Venta, TIPO=A, VALOR=S, LOGIN=GAMBLE, FECHAUPD=2013-07-14 00:00:00.0, APLICACION=6, VERSION=8}
{CODIGO=DOCUFACT, NOMBRE=Codigo de Documento de Factura en la tabla DOCUMENTOS, TIPO=A, VALOR=1, LOGIN=GAMBLE, FECHAUPD=2010-03-21 23:06:37.0, APLICACION=6, VERSION=0}
{CODIGO=TIPOCECO, NOMBRE=Codigo de Tipo de Territorio Centro Costo, TIPO=A, VALOR=14, LOGIN=GAMBLE, FECHAUPD=2010-03-21 23:06:37.0, APLICACION=6, VERSION=0}
{CODIGO=PORCDIRE, NOMBRE=PROCENTAJE DIFERENCIA EN PROCESO DE DISTRIBUCION, TIPO=N, VALOR=10, LOGIN=GAMBLE, FECHAUPD=2010-03-22 05:48:40.0, APLICACION=7, VERSION=0}
{CODIGO=IMPROFFL, NOMBRE=CODIGO DE IMPRESORA PARA OFFLINE % PARA TODAS, TIPO=N, VALOR=6, LOGIN=GAMBLE, FECHAUPD=2010-05-30 00:24:49.0, APLICACION=5, VERSION=0}
{CODIGO=PAPRCPLG, NOMBRE=PAGO DE PREMIOS CON CP (CP) O LOGIN(LG), TIPO=A, VALOR=LG, LOGIN=GAMBLE, FECHAUPD=2010-05-30 00:25:02.0, APLICACION=6, VERSION=0}
{CODIGO=WAIT_LOG, NOMBRE=Time Out para transacciones de logueo contra codesa(segundos), TIPO=N, VALOR=60, LOGIN=GAMBLE, FECHAUPD=2020-01-02 17:35:29.0, APLICACION=8, VERSION=0}
{CODIGO=WAIT_GEN, NOMBRE=Time Out para transacciones en General contra codesa(segundos), TIPO=N, VALOR=120, LOGIN=GAMBLE, FECHAUPD=2010-03-15 09:05:00.0, APLICACION=8, VERSION=0}
{CODIGO=REVSLEEP, NOMBRE=Tiempo de espera antes de enviar un reverso(segundos), TIPO=N, VALOR=2, LOGIN=GAMBLE, FECHAUPD=2023-06-25 21:43:01.0, APLICACION=8, VERSION=0}
{CODIGO=DIREASTR, NOMBRE=ESPAECIFICA EL MENSAJE RETORNAD DESDE ASTRO CON LA INFORMACION DEL CONSECIONARIO, TIPO=A, VALOR=AUTORIZA COLJUEGOS JUGAR LEGAL ES APOS?TARLE A LA SALUD C1725/2019 SUPER astro?CORREDOR EMPRESARIAL S.A AV CL26#69D-91?OF 802 T:5190395-, LOGIN=CP89005500, FECHAUPD=2021-03-10 18:27:47.0, APLICACION=5, VERSION=0}
{CODIGO=RESOASTR, NOMBRE=RESOLUCION ETESA PARA ASTRO, TIPO=A, VALOR=4cif+AST=42000x$?3ulcif+AST=1000x$?2ulcif+AST=100x$?Documento al portador?Prohibida la venta a menores de edad.El jugador acepta que la apuesta representa?con certeza su seleccion. Juega bien?Ser responsable es parte del juego?El jugador es reponsable del tiquete., LOGIN=CP89005500, FECHAUPD=2016-12-26 00:00:00.0, APLICACION=5, VERSION=2}
{CODIGO=PMUNDIAL, NOMBRE=PROMOCION DEL MUNDIAL ACTIVA, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2010-05-30 00:26:28.0, APLICACION=2, VERSION=0}
{CODIGO=PMUNTPJG, NOMBRE=PRODUCTOS QUE APLICAN PARA LA PROMOCION MUNDIAL, SE SEPARA POR |., TIPO=A, VALOR=1, LOGIN=GAMBLE, FECHAUPD=2010-05-30 00:26:28.0, APLICACION=2, VERSION=0}
{CODIGO=PMUNVLRA, NOMBRE=VALOR MINIMO DE APUESTA PROMOCION MUNDIAL, TIPO=N, VALOR=2000, LOGIN=GAMBLE, FECHAUPD=2010-05-30 00:26:28.0, APLICACION=2, VERSION=0}
{CODIGO=LONUASTR, NOMBRE=LOGIN Y PASSWD PARA CONECTARSE AL NUEVO ESQUEMA ASTRO, TIPO=A, VALOR=6863877,6863877,5, LOGIN=GAMBLE, FECHAUPD=2011-06-23 22:07:06.0, APLICACION=5, VERSION=0}
{CODIGO=PMUNTPJ, NOMBRE=TIPO JUEGO MUNDIAL, TIPO=N, VALOR=25, LOGIN=GAMBLE, FECHAUPD=2010-09-14 22:52:28.0, APLICACION=2, VERSION=0}
{CODIGO=PMUNLTR, NOMBRE=LOTERIA MUNDIAL, TIPO=N, VALOR=104, LOGIN=GAMBLE, FECHAUPD=2010-09-14 22:52:28.0, APLICACION=2, VERSION=0}
{CODIGO=PMUNPDC, NOMBRE=PRODUCTO MUNDIAL, TIPO=N, VALOR=132, LOGIN=GAMBLE, FECHAUPD=2010-09-14 22:52:28.0, APLICACION=2, VERSION=0}
{CODIGO=PMTPOLQD, NOMBRE=TIPO LIQUIDACION MUNDIAL EN UNO O EN DOS, TIPO=N, VALOR=1, LOGIN=GAMBLE, FECHAUPD=2010-09-14 22:52:28.0, APLICACION=2, VERSION=0}
{CODIGO=TIPOJUCH, NOMBRE=CODIGO TIPO DE JUEGO CHANCE, TIPO=A, VALOR=1, LOGIN=GAMBLE, FECHAUPD=2011-08-07 23:42:34.0, APLICACION=6, VERSION=0}
{CODIGO=MINUANUL, NOMBRE=MINUTOS DE ANULACION, TIPO=N, VALOR=0, LOGIN=GAMBLE, FECHAUPD=2011-08-07 23:42:35.0, APLICACION=6, VERSION=0}
{CODIGO=ANFRSEGU, NOMBRE=SEGUNDOS ANULACION FALLAS DE RED, TIPO=N, VALOR=5, LOGIN=GAMBLE, FECHAUPD=2011-08-07 23:42:35.0, APLICACION=10, VERSION=0}
{CODIGO=REPPAASI, NOMBRE=REPORTE DE PAPELERIA ASIGNADA AL VENDEDOR, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2009-08-20 01:24:06.0, APLICACION=5, VERSION=0}
{CODIGO=VERNURES, NOMBRE=VALIDA SI SE RETORNAN LOS NUMEROS NO IMPRESOS, TIPO=A, VALOR=S, LOGIN=GAMBLE, FECHAUPD=2011-08-07 23:42:38.0, APLICACION=6, VERSION=0}
{CODIGO=VALPRERI, NOMBRE=VALOR PREMIO PARA LOS DIAS DE PROMOCION DE LA RIFA, TIPO=N, VALOR=0, LOGIN=GAMBLE, FECHAUPD=2011-08-07 23:42:38.0, APLICACION=6, VERSION=0}
{CODIGO=ACVEANUL, NOMBRE=ACTUALIZAR ACUMULADOVENTANUMERO CUANDO ANULA PARA EL TRANSMISOR S/N, TIPO=A, VALOR=S, LOGIN=GAMBLE, FECHAUPD=2011-02-07 00:16:23.0, APLICACION=5, VERSION=0}
{CODIGO=TPJVRCFE, NOMBRE=TIPOS JUEGOS VIRTUALES CON FECHA DE ESCRUTINIO FORMATO (,#,#,), TIPO=A, VALOR=,,, LOGIN=GAMBLE, FECHAUPD=2011-02-07 00:16:29.0, APLICACION=5, VERSION=0}
{CODIGO=FECFRMID, NOMBRE=FECHA DE CAMBIO DEL PROCESO FRMID, TIPO=D, VALOR=07-02-2011, LOGIN=GAMBLE, FECHAUPD=2011-02-07 00:16:29.0, APLICACION=5, VERSION=0}
{CODIGO=FRMIDCCT, NOMBRE=CALCULO DE FRMID NUEVO PARA LOS CENTROS DE COSTO, TIPO=A, VALOR=,, LOGIN=GAMBLE, FECHAUPD=2011-02-07 00:16:31.0, APLICACION=6, VERSION=0}
{CODIGO=ASTRTODO, NOMBRE=INDICA EL CODIGO PARA EL TIPO DE JUEGO ASTRO TODOS, TIPO=A, VALOR=129, LOGIN=GAMBLE, FECHAUPD=2010-08-02 15:40:35.0, APLICACION=5, VERSION=0}
{CODIGO=ASTRSOL, NOMBRE=CODIGO DE LA LOTERIA ASTRO SOL, TIPO=A, VALOR=49, LOGIN=CP89005500, FECHAUPD=2017-10-26 00:00:00.0, APLICACION=11, VERSION=1}
{CODIGO=ASTRLUNA, NOMBRE=CODIGO DE LA LOTERIA ASTRO LUNA, TIPO=A, VALOR=50, LOGIN=CP89005500, FECHAUPD=2019-05-05 22:03:49.0, APLICACION=11, VERSION=0}
{CODIGO=ASTRPROD, NOMBRE=CODIGO DEL PRODUCTO ASTRO , TIPO=A, VALOR=126, LOGIN=GAMBLE, FECHAUPD=2010-03-12 11:50:00.0, APLICACION=11, VERSION=0}
{CODIGO=ASTPRODT, NOMBRE=CODIGO DEL PRODUCTO ASTRO TODOS, TIPO=A, VALOR=129, LOGIN=GAMBLE, FECHAUPD=2010-03-12 11:50:00.0, APLICACION=11, VERSION=0}
{CODIGO=PRTOASTR, NOMBRE=LISTA DE PRODUCTOS ASTRO TODOS INCLUYE PROMOCIONES FORMATO(##,##,) TERMINA EN COMA, TIPO=A, VALOR=40,41,42,, LOGIN=GAMBLE, FECHAUPD=2011-08-07 23:49:02.0, APLICACION=5, VERSION=1}
{CODIGO=CTACJADI, NOMBRE=CUENTAS HABILITADAS EN CAJAS DIARIAS, TIPO=A, VALOR=,47,49,50,52,53,54,56,57,58,59,60,62,63,66,67,68,69,70,71,72,73,74,75,76,108,109,110,111,112,113,114,115,118,119,77,77,, LOGIN=GAMBLE, FECHAUPD=2011-08-07 23:49:14.0, APLICACION=5, VERSION=0}
{CODIGO=FINICOM, NOMBRE=FECHA INICIO COMISIONES, TIPO=D, VALOR=01/12/2010, LOGIN=GAMBLE, FECHAUPD=2011-08-07 23:49:14.0, APLICACION=13, VERSION=0}
{CODIGO=FFINCOM, NOMBRE=FECHA FIN COMISIONES, TIPO=D, VALOR=31/12/2010, LOGIN=GAMBLE, FECHAUPD=2011-08-07 23:49:14.0, APLICACION=13, VERSION=0}
